xpos,ypos
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
1.25,3.48
